run_id,label,condition,test_id,title,feature_id,category,required_cases,raw_status,source_passed,passed
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-016-03,🔴 異常系: 一般ユーザーによるCSVエクスポート権限エラー,F-016,negative,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-017-01,🟢 正常系: 一般ユーザーのダッシュボード表示,F-017,normal,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-017-02,🟢 正常系: 課長のダッシュボード表示,F-017,normal,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-018-01,🟢 正常系: ユーザー情報編集,F-018,normal,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-018-02,🔴 異常系: 自分自身の無効化エラー,F-018,negative,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-018-03,🔴 異常系: 一般ユーザーによるユーザー管理アクセス拒否,F-018,negative,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-019-01,🟢 正常系: パスワード変更成功,F-019,normal,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-019-02,🔴 異常系: 現在のパスワード不一致エラー,F-019,negative,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-019-03,🔴 異常系: 同一パスワード設定エラー,F-019,negative,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-020-01,🟢 正常系: システム設定の変更,F-020,normal,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-020-02,🟢 正常系: SMTPテスト送信,F-020,normal,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-020-03,🔴 異常系: セッションタイムアウト範囲外エラー,F-020,negative,1,blocked,0,0
8521b60c-d58e-4f17-8cd0-75cf45d82d8b,A-8521b6,anti,T-020-04,🔴 異常系: 一般ユーザーによるシステム設定アクセス拒否,F-020,negative,1,blocked,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-001-01,🟢 正常系: ユーザー新規登録,F-001,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-001-02,🔴 異常系: メールアドレス重複エラー,F-001,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-001-03,🔴 異常系: パスワード強度不足エラー,F-001,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-001-04,🔴 異常系: パスワード不一致エラー,F-001,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-002-01,🟢 正常系: ログイン成功,F-002,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-002-02,🟢 正常系: ログアウト成功,F-002,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-002-03,🔴 異常系: 認証失敗,F-002,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-002-04,🔴 異常系: アカウントロック,F-002,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-003-01,🟢 正常系: 申請種別選択と入力フォーム表示,F-003,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-003-02,🔴 異常系: 申請種別未選択エラー,F-003,negative,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-004-01,🟢 正常系: 申請内容の入力,F-004,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-004-02,🔴 異常系: 申請金額範囲外エラー,F-004,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-004-03,🔴 異常系: ファイルサイズ超過エラー,F-004,negative,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-005-01,🟢 正常系: 下書き保存,F-005,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-005-02,🟢 正常系: 下書き再編集,F-005,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-006-01,🟢 正常系: 申請提出（課長承認ルート）,F-006,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-006-02,🟢 正常系: 申請提出（部長承認ルート）,F-006,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-006-03,"🟡 境界値テスト: 承認ルート境界値（999,999円 → 課長）",F-006,boundary,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-006-04,"🟡 境界値テスト: 承認ルート境界値（1,000,000円 → 部長）",F-006,boundary,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-006-05,"🟡 境界値テスト: 承認ルート境界値（999,998円・1,000,001円）",F-006,boundary,2,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-006-06,🔴 異常系: 必須項目未入力での提出エラー,F-006,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-007-01,🟢 正常系: 申請一覧表示（一般ユーザー）,F-007,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-007-02,🟢 正常系: 申請一覧表示（課長）,F-007,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-007-03,🟢 正常系: ページネーション,F-007,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-008-01,🟢 正常系: キーワード検索,F-008,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-008-02,🟢 正常系: ステータスで絞り込み,F-008,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-008-03,🔴 異常系: 日付範囲不正エラー,F-008,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-008-04,🟢 正常系: 検索結果0件,F-008,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-009-01,🟢 正常系: 申請詳細表示（申請者本人）,F-009,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-009-02,🔴 異常系: 他ユーザーの申請詳細へのアクセス拒否,F-009,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-010-01,🟢 正常系: 課長による承認,F-010,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-010-02,🟢 正常系: 部長による承認,F-010,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-010-03,🔴 異常系: 承認権限のないユーザーによる承認不可,F-010,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-011-01,🟢 正常系: 差し戻し処理,F-011,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-011-02,🔴 異常系: 差し戻しコメント未入力エラー,F-011,negative,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-012-01,🟢 正常系: 承認待ち申請の取り消し,F-012,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-012-02,🔴 異常系: 承認済み申請の取り消し不可,F-012,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-013-01,🟢 正常系: 差し戻し申請の再提出,F-013,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-013-02,🔴 異常系: 不正なステータス遷移,F-013,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-014-01,🟢 正常系: 申請提出時の承認者へのメール通知,F-014,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-014-02,🟢 正常系: 承認完了時の申請者へのメール通知,F-014,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-015-01,🟢 正常系: 承認履歴の表示,F-015,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-016-01,🟢 正常系: CSVエクスポート,F-016,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-016-02,🟢 正常系: 検索条件を絞り込んだCSVエクスポート,F-016,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-016-03,🔴 異常系: 一般ユーザーによるCSVエクスポート権限エラー,F-016,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-017-01,🟢 正常系: 一般ユーザーのダッシュボード表示,F-017,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-017-02,🟢 正常系: 課長のダッシュボード表示,F-017,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-018-01,🟢 正常系: ユーザー情報編集,F-018,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-018-02,🔴 異常系: 自分自身の無効化エラー,F-018,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-018-03,🔴 異常系: 一般ユーザーによるユーザー管理アクセス拒否,F-018,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-019-01,🟢 正常系: パスワード変更成功,F-019,normal,1,fail,0,0
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-019-02,🔴 異常系: 現在のパスワード不一致エラー,F-019,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-019-03,🔴 異常系: 同一パスワード設定エラー,F-019,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-020-01,🟢 正常系: システム設定の変更,F-020,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-020-02,🟢 正常系: SMTPテスト送信,F-020,normal,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-020-03,🔴 異常系: セッションタイムアウト範囲外エラー,F-020,negative,1,pass,1,1
8562d613-be4e-4350-9e8d-8ac02a644845,N-8562d6,normal,T-020-04,🔴 異常系: 一般ユーザーによるシステム設定アクセス拒否,F-020,negative,1,fail,0,0
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-001-01,🟢 正常系: ユーザー新規登録,F-001,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-001-02,🔴 異常系: メールアドレス重複エラー,F-001,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-001-03,🔴 異常系: パスワード強度不足エラー,F-001,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-001-04,🔴 異常系: パスワード不一致エラー,F-001,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-002-01,🟢 正常系: ログイン成功,F-002,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-002-02,🟢 正常系: ログアウト成功,F-002,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-002-03,🔴 異常系: 認証失敗,F-002,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-002-04,🔴 異常系: アカウントロック,F-002,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-003-01,🟢 正常系: 申請種別選択と入力フォーム表示,F-003,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-003-02,🔴 異常系: 申請種別未選択エラー,F-003,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-004-01,🟢 正常系: 申請内容の入力,F-004,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-004-02,🔴 異常系: 申請金額範囲外エラー,F-004,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-004-03,🔴 異常系: ファイルサイズ超過エラー,F-004,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-005-01,🟢 正常系: 下書き保存,F-005,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-005-02,🟢 正常系: 下書き再編集,F-005,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-006-01,🟢 正常系: 申請提出（課長承認ルート）,F-006,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-006-02,🟢 正常系: 申請提出（部長承認ルート）,F-006,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-006-03,"🟡 境界値テスト: 承認ルート境界値（999,999円 → 課長）",F-006,boundary,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-006-04,"🟡 境界値テスト: 承認ルート境界値（1,000,000円 → 部長）",F-006,boundary,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-006-05,"🟡 境界値テスト: 承認ルート境界値（999,998円・1,000,001円）",F-006,boundary,2,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-006-06,🔴 異常系: 必須項目未入力での提出エラー,F-006,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-007-01,🟢 正常系: 申請一覧表示（一般ユーザー）,F-007,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-007-02,🟢 正常系: 申請一覧表示（課長）,F-007,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-007-03,🟢 正常系: ページネーション,F-007,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-008-01,🟢 正常系: キーワード検索,F-008,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-008-02,🟢 正常系: ステータスで絞り込み,F-008,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-008-03,🔴 異常系: 日付範囲不正エラー,F-008,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-008-04,🟢 正常系: 検索結果0件,F-008,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-009-01,🟢 正常系: 申請詳細表示（申請者本人）,F-009,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-009-02,🔴 異常系: 他ユーザーの申請詳細へのアクセス拒否,F-009,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-010-01,🟢 正常系: 課長による承認,F-010,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-010-02,🟢 正常系: 部長による承認,F-010,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-010-03,🔴 異常系: 承認権限のないユーザーによる承認不可,F-010,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-011-01,🟢 正常系: 差し戻し処理,F-011,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-011-02,🔴 異常系: 差し戻しコメント未入力エラー,F-011,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-012-01,🟢 正常系: 承認待ち申請の取り消し,F-012,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-012-02,🔴 異常系: 承認済み申請の取り消し不可,F-012,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-013-01,🟢 正常系: 差し戻し申請の再提出,F-013,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-013-02,🔴 異常系: 不正なステータス遷移,F-013,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-014-01,🟢 正常系: 申請提出時の承認者へのメール通知,F-014,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-014-02,🟢 正常系: 承認完了時の申請者へのメール通知,F-014,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-015-01,🟢 正常系: 承認履歴の表示,F-015,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-016-01,🟢 正常系: CSVエクスポート,F-016,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-016-02,🟢 正常系: 検索条件を絞り込んだCSVエクスポート,F-016,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-016-03,🔴 異常系: 一般ユーザーによるCSVエクスポート権限エラー,F-016,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-017-01,🟢 正常系: 一般ユーザーのダッシュボード表示,F-017,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-017-02,🟢 正常系: 課長のダッシュボード表示,F-017,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-018-01,🟢 正常系: ユーザー情報編集,F-018,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-018-02,🔴 異常系: 自分自身の無効化エラー,F-018,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-018-03,🔴 異常系: 一般ユーザーによるユーザー管理アクセス拒否,F-018,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-019-01,🟢 正常系: パスワード変更成功,F-019,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-019-02,🔴 異常系: 現在のパスワード不一致エラー,F-019,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-019-03,🔴 異常系: 同一パスワード設定エラー,F-019,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-020-01,🟢 正常系: システム設定の変更,F-020,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-020-02,🟢 正常系: SMTPテスト送信,F-020,normal,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-020-03,🔴 異常系: セッションタイムアウト範囲外エラー,F-020,negative,1,blocked,0,
8685c69d-7825-4148-9052-9543c7ede4fc,A-8685c6,anti,T-020-04,🔴 異常系: 一般ユーザーによるシステム設定アクセス拒否,F-020,negative,1,blocked,0,
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-001-01,🟢 正常系: ユーザー新規登録,F-001,normal,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-001-02,🔴 異常系: メールアドレス重複エラー,F-001,negative,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-001-03,🔴 異常系: パスワード強度不足エラー,F-001,negative,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-001-04,🔴 異常系: パスワード不一致エラー,F-001,negative,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-002-01,🟢 正常系: ログイン成功,F-002,normal,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-002-02,🟢 正常系: ログアウト成功,F-002,normal,1,fail,0,0
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-002-03,🔴 異常系: 認証失敗,F-002,negative,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-002-04,🔴 異常系: アカウントロック,F-002,negative,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-003-01,🟢 正常系: 申請種別選択と入力フォーム表示,F-003,normal,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-003-02,🔴 異常系: 申請種別未選択エラー,F-003,negative,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-004-01,🟢 正常系: 申請内容の入力,F-004,normal,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-004-02,🔴 異常系: 申請金額範囲外エラー,F-004,negative,1,fail,0,0
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-004-03,🔴 異常系: ファイルサイズ超過エラー,F-004,negative,1,fail,0,0
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-005-01,🟢 正常系: 下書き保存,F-005,normal,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-005-02,🟢 正常系: 下書き再編集,F-005,normal,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-006-01,🟢 正常系: 申請提出（課長承認ルート）,F-006,normal,1,fail,0,0
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-006-02,🟢 正常系: 申請提出（部長承認ルート）,F-006,normal,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-006-03,"🟡 境界値テスト: 承認ルート境界値（999,999円 → 課長）",F-006,boundary,1,fail,0,0
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-006-04,"🟡 境界値テスト: 承認ルート境界値（1,000,000円 → 部長）",F-006,boundary,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-006-05,"🟡 境界値テスト: 承認ルート境界値（999,998円・1,000,001円）",F-006,boundary,2,fail,0,0
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-006-06,🔴 異常系: 必須項目未入力での提出エラー,F-006,negative,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-007-01,🟢 正常系: 申請一覧表示（一般ユーザー）,F-007,normal,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-007-02,🟢 正常系: 申請一覧表示（課長）,F-007,normal,1,pass,1,1
87a2727c-dec6-49d9-a03b-cd33351c7f48,A-87a272,anti,T-007-03,🟢 正常系: ページネーション,F-007,normal,1,blocked,0,0
